% Title: User database. 
% Source: Yelp.com Data. 
% Authors: Manikanta Talanki & Kaushik Sirineni. 

@RELATION userdb 
@ATTRIBUTE userStarRating {1,2,3,4,5} 
@ATTRIBUTE userReviewCount NUMERIC
@ATTRIBUTE reviewStarRating {1,2,3,4,5}
@ATTRIBUTE reviewUsefulness  {A,B,C,D,E} 
@DATA 
5.0,27,5.0,A
5.0,27,3.0,E
5.0,27,3.0,A
5.0,27,5.0,E
5.0,27,5.0,E
5.0,27,1.0,A
5.0,27,3.0,A
5.0,27,4.0,A
5.0,27,5.0,A
4.0,2,2.0,E
4.0,510,5.0,E
4.0,510,4.0,E
4.0,510,4.0,A
4.0,510,5.0,E
4.0,510,5.0,A
4.0,510,5.0,E
4.0,510,4.0,A
4.0,510,5.0,A
4.0,510,4.0,E
4.0,510,4.0,E
4.0,510,5.0,E
4.0,6,4.0,E
5.0,3,5.0,E
5.0,3,5.0,E
1.0,1,1.0,A
4.0,4,1.0,A
4.0,4,4.0,E
5.0,5,5.0,E
5.0,10,4.0,E
5.0,7,5.0,A
5.0,7,5.0,E
5.0,7,5.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,4.0,E
4.0,138,1.0,E
4.0,138,5.0,E
4.0,138,3.0,E
4.0,138,4.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,5.0,E
4.0,138,2.0,E
4.0,138,5.0,E
4.0,138,1.0,E
4.0,138,2.0,E
4.0,138,4.0,E
4.0,138,4.0,E
4.0,138,3.0,E
4.0,138,5.0,E
4.0,138,5.0,E
4.0,138,5.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,1.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,4.0,E
4.0,138,1.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,5.0,E
4.0,138,5.0,E
4.0,138,2.0,E
4.0,138,4.0,E
4.0,138,4.0,E
4.0,138,4.0,E
4.0,138,3.0,E
4.0,138,5.0,E
4.0,138,5.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,3.0,E
4.0,138,2.0,E
4.0,138,5.0,E
4.0,138,2.0,E
4.0,138,2.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,3.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,4.0,E
4.0,138,1.0,E
4.0,138,2.0,E
4.0,138,4.0,E
4.0,138,3.0,E
4.0,138,2.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,2.0,E
4.0,138,2.0,E
4.0,138,5.0,E
4.0,138,5.0,E
4.0,138,2.0,E
4.0,138,5.0,E
4.0,138,3.0,E
4.0,138,2.0,E
4.0,138,1.0,E
4.0,138,4.0,E
4.0,138,5.0,A
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,4.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,1.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,4.0,E
4.0,138,5.0,E
4.0,138,5.0,E
4.0,5,5.0,A
4.0,6,3.0,E
4.0,6,4.0,E
4.0,6,5.0,A
4.0,53,2.0,E
4.0,53,4.0,E
4.0,53,4.0,E
4.0,53,5.0,E
4.0,53,4.0,A
4.0,53,1.0,E
4.0,53,3.0,E
4.0,53,4.0,A
4.0,53,2.0,A
4.0,53,4.0,E
4.0,53,5.0,E
4.0,53,4.0,E
4.0,53,1.0,E
4.0,53,5.0,A
4.0,53,3.0,E
4.0,53,1.0,A
4.0,53,5.0,E
4.0,53,2.0,E
4.0,53,4.0,E
4.0,53,4.0,A
4.0,53,5.0,A
5.0,3,5.0,E
5.0,1,5.0,A
5.0,8,4.0,E
5.0,8,4.0,E
5.0,8,5.0,E
5.0,8,4.0,E
5.0,8,4.0,E
4.0,31,2.0,A
4.0,31,4.0,E
4.0,31,4.0,E
4.0,31,5.0,A
4.0,31,5.0,E
4.0,31,4.0,E
4.0,31,2.0,A
4.0,31,2.0,E
4.0,5,5.0,E
4.0,229,5.0,E
4.0,229,4.0,E
5.0,5,5.0,E
5.0,5,4.0,E
1.0,1,1.0,A
3.0,6,1.0,E
5.0,1,5.0,E
4.0,11,4.0,A
3.0,3,1.0,E
5.0,2,5.0,E
5.0,2,4.0,A
5.0,9,5.0,E
1.0,1,1.0,A
4.0,11,2.0,A
4.0,11,4.0,E
4.0,482,4.0,E
4.0,482,5.0,E
4.0,482,3.0,E
4.0,482,3.0,E
4.0,482,3.0,E
4.0,482,1.0,E
4.0,482,4.0,E
4.0,482,4.0,E
4.0,482,5.0,E
4.0,482,3.0,E
4.0,482,5.0,E
4.0,482,3.0,E
4.0,482,1.0,E
4.0,28,4.0,E
5.0,2,5.0,E
3.0,2,1.0,E
5.0,1,5.0,E
1.0,1,1.0,A
4.0,6,2.0,E
4.0,6,4.0,E
4.0,6,5.0,E
3.0,68,3.0,E
5.0,14,5.0,E
5.0,7,5.0,A
5.0,7,5.0,E
5.0,7,4.0,E
5.0,7,4.0,A
5.0,7,4.0,E
5.0,1,5.0,E
5.0,5,4.0,A
5.0,1,5.0,E
5.0,1,5.0,E
4.0,116,5.0,E
4.0,116,5.0,E
4.0,116,4.0,A
4.0,226,4.0,E
4.0,226,4.0,E
4.0,226,4.0,E
4.0,425,5.0,E
4.0,425,3.0,E
4.0,425,5.0,E
4.0,425,5.0,A
4.0,425,1.0,E
4.0,425,5.0,E
4.0,425,2.0,E
4.0,425,5.0,E
4.0,425,4.0,A
4.0,425,4.0,E
4.0,425,5.0,A
4.0,425,3.0,E
4.0,425,2.0,E
4.0,425,5.0,E
4.0,425,3.0,E
4.0,425,5.0,A
4.0,425,3.0,E
4.0,425,5.0,E
4.0,425,4.0,E
4.0,425,4.0,E
4.0,425,3.0,E
4.0,8,4.0,E
4.0,8,3.0,A
4.0,8,4.0,E
5.0,1,5.0,E
4.0,17,4.0,E
4.0,17,4.0,E
4.0,17,3.0,E
4.0,17,5.0,E
4.0,17,2.0,A
4.0,92,2.0,E
4.0,92,4.0,A
4.0,92,5.0,E
4.0,92,4.0,A
4.0,92,5.0,A
4.0,92,5.0,E
4.0,92,4.0,E
4.0,15,5.0,E
4.0,15,4.0,E
2.0,1,2.0,E
1.0,1,1.0,E
5.0,4,2.0,E
5.0,4,5.0,E
4.0,28,1.0,E
3.0,2,5.0,A
5.0,38,3.0,E
5.0,38,4.0,A
5.0,38,4.0,E
4.0,51,2.0,E
4.0,51,4.0,E
4.0,51,4.0,E
4.0,51,3.0,E
4.0,51,4.0,E
4.0,51,4.0,E
4.0,51,2.0,A
4.0,51,5.0,A
4.0,51,5.0,E
4.0,51,5.0,A
4.0,51,5.0,E
4.0,51,4.0,E
4.0,51,4.0,E
4.0,51,5.0,E
4.0,51,5.0,A
4.0,51,4.0,E
4.0,51,4.0,E
4.0,51,4.0,E
4.0,51,4.0,E
4.0,51,2.0,E
4.0,51,4.0,E
4.0,50,4.0,A
4.0,85,5.0,E
4.0,85,5.0,A
4.0,85,5.0,E
5.0,31,5.0,E
4.0,4,3.0,E
5.0,5,4.0,A
5.0,5,4.0,E
5.0,5,5.0,A
4.0,19,4.0,A
5.0,2,5.0,A
4.0,2,5.0,E
4.0,2,2.0,E
4.0,47,5.0,E
4.0,8,3.0,A
4.0,98,4.0,E
4.0,5,2.0,E
5.0,2,5.0,E
5.0,15,4.0,E
5.0,15,3.0,E
5.0,15,5.0,E
5.0,2,5.0,A
5.0,1,5.0,E
4.0,2,4.0,E
4.0,2,4.0,E
5.0,458,5.0,E
5.0,458,4.0,E
5.0,458,5.0,A
5.0,458,5.0,E
5.0,458,5.0,E
5.0,458,5.0,E
5.0,458,3.0,E
5.0,458,5.0,E
4.0,13,4.0,A
4.0,13,2.0,E
3.0,6,1.0,E
3.0,6,5.0,E
4.0,5,5.0,A
4.0,5,3.0,E
4.0,5,5.0,E
4.0,5,3.0,E
4.0,3,5.0,E
5.0,16,1.0,E
5.0,16,4.0,E
5.0,18,2.0,E
5.0,18,5.0,E
5.0,18,5.0,E
5.0,15,4.0,E
5.0,15,5.0,E
5.0,15,4.0,E
5.0,15,5.0,E
5.0,15,5.0,E
5.0,15,5.0,A
5.0,15,5.0,E
5.0,15,5.0,E
5.0,15,5.0,E
5.0,15,3.0,E
5.0,2,5.0,E
5.0,31,5.0,E
4.0,14,4.0,E
4.0,14,5.0,E
4.0,14,5.0,E
4.0,14,1.0,E
4.0,14,4.0,E
4.0,14,4.0,E
4.0,14,4.0,E
4.0,14,1.0,E
4.0,14,4.0,E
2.0,9,2.0,E
2.0,9,1.0,E
5.0,9,4.0,E
5.0,9,5.0,E
5.0,9,5.0,A
5.0,9,5.0,E
5.0,5,4.0,A
5.0,5,5.0,E
5.0,5,5.0,E
4.0,19,5.0,E
5.0,1,5.0,E
5.0,12,4.0,E
2.0,1,2.0,A
4.0,2,3.0,A
5.0,5,5.0,E
4.0,5,5.0,E
4.0,5,1.0,E
4.0,5,5.0,E
4.0,5,5.0,E
4.0,357,2.0,E
4.0,357,3.0,E
4.0,357,5.0,E
4.0,357,5.0,E
4.0,357,4.0,E
4.0,357,5.0,E
4.0,357,4.0,E
4.0,357,4.0,E
4.0,357,5.0,E
4.0,357,3.0,E
4.0,357,4.0,E
4.0,357,5.0,E
4.0,357,5.0,E
4.0,357,4.0,E
4.0,357,4.0,E
4.0,357,1.0,E
4.0,357,4.0,E
5.0,2,4.0,E
4.0,81,4.0,E
4.0,81,5.0,E
4.0,81,5.0,E
4.0,81,3.0,E
4.0,81,4.0,E
4.0,81,5.0,E
4.0,81,4.0,E
4.0,81,2.0,E
4.0,81,5.0,E
4.0,81,4.0,E
4.0,81,5.0,E
4.0,81,1.0,E
4.0,81,4.0,E
4.0,81,4.0,E
4.0,81,4.0,E
4.0,81,4.0,E
4.0,81,4.0,E
4.0,81,4.0,E
4.0,81,3.0,E
4.0,81,1.0,E
4.0,81,1.0,E
4.0,81,4.0,E
4.0,81,3.0,E
4.0,81,2.0,E
4.0,81,5.0,E
4.0,81,5.0,E
4.0,81,5.0,E
4.0,81,2.0,E
4.0,81,4.0,E
4.0,81,4.0,E
4.0,81,5.0,E
4.0,81,4.0,E
4.0,81,1.0,E
4.0,81,5.0,E
4.0,81,3.0,E
4.0,81,3.0,E
4.0,81,5.0,E
4.0,81,3.0,E
4.0,81,2.0,E
4.0,81,5.0,E
4.0,81,3.0,E
4.0,81,2.0,E
4.0,81,4.0,E
4.0,81,1.0,E
4.0,81,5.0,E
4.0,81,4.0,E
4.0,81,5.0,E
4.0,81,2.0,E
4.0,81,4.0,E
4.0,81,4.0,E
4.0,81,3.0,E
4.0,81,4.0,E
4.0,81,5.0,E
4.0,23,4.0,E
4.0,23,4.0,E
4.0,23,1.0,E
4.0,23,1.0,E
4.0,23,3.0,E
4.0,23,4.0,E
4.0,23,5.0,E
4.0,23,5.0,A
4.0,23,5.0,E
4.0,23,4.0,A
4.0,23,5.0,E
5.0,20,5.0,E
5.0,20,4.0,E
5.0,20,5.0,E
2.0,6,1.0,E
2.0,6,1.0,E
2.0,6,1.0,E
4.0,1,4.0,E
3.0,2,5.0,A
3.0,2,1.0,E
3.0,2,1.0,A
4.0,12,1.0,E
4.0,16,4.0,A
3.0,6,1.0,E
5.0,17,5.0,E
5.0,17,5.0,E
4.0,22,5.0,E
4.0,22,5.0,A
4.0,22,3.0,A
4.0,22,4.0,E
4.0,22,3.0,E
4.0,22,2.0,A
4.0,4,4.0,E
5.0,4,5.0,E
4.0,2,5.0,E
4.0,2,2.0,E
4.0,4,4.0,E
2.0,1,2.0,E
4.0,14,5.0,E
4.0,14,5.0,A
3.0,8,1.0,E
4.0,7,3.0,A
5.0,3,5.0,E
5.0,2,5.0,A
5.0,2,5.0,E
4.0,4,4.0,E
4.0,48,3.0,E
4.0,48,4.0,A
4.0,48,5.0,E
4.0,35,2.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,3.0,E
4.0,109,5.0,E
4.0,109,4.0,E
4.0,109,4.0,A
4.0,109,3.0,E
4.0,109,2.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,3.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,4.0,A
4.0,109,3.0,E
4.0,109,4.0,E
4.0,109,3.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,3.0,E
4.0,109,5.0,E
4.0,109,3.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,5.0,E
4.0,109,4.0,E
4.0,109,5.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,2.0,A
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,4.0,A
4.0,109,5.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,3.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,4.0,A
4.0,109,3.0,E
4.0,109,4.0,E
4.0,109,4.0,E
4.0,109,2.0,E
4.0,109,3.0,E
4.0,109,5.0,E
4.0,109,4.0,A
4.0,109,1.0,A
4.0,109,3.0,E
4.0,109,3.0,E
4.0,109,3.0,E
4.0,109,3.0,E
4.0,109,1.0,E
4.0,109,3.0,E
4.0,109,4.0,A
4.0,109,5.0,E
4.0,109,3.0,E
4.0,1,4.0,E
5.0,7,5.0,E
5.0,1,5.0,A
4.0,4,1.0,E
5.0,13,4.0,E
3.0,2,1.0,E
3.0,2,5.0,E
4.0,364,4.0,E
4.0,4,4.0,E
5.0,86,4.0,E
5.0,86,5.0,E
5.0,86,2.0,A
5.0,86,4.0,A
5.0,86,4.0,E
5.0,86,4.0,E
5.0,86,4.0,E
5.0,86,5.0,E
5.0,86,3.0,E
5.0,86,5.0,E
5.0,86,5.0,E
5.0,86,1.0,E
5.0,86,3.0,E
5.0,86,1.0,E
5.0,86,3.0,A
5.0,11,5.0,E
5.0,11,4.0,E
5.0,11,4.0,E
5.0,11,2.0,A
4.0,3,1.0,E
4.0,10,5.0,E
5.0,4,5.0,A
5.0,4,5.0,E
5.0,4,5.0,E
5.0,3,5.0,E
4.0,6,3.0,E
4.0,6,5.0,E
4.0,6,4.0,E
4.0,6,2.0,E
4.0,6,5.0,E
1.0,1,1.0,E
3.0,4,1.0,E
3.0,4,5.0,A
4.0,6,4.0,E
4.0,6,2.0,E
4.0,6,5.0,A
4.0,6,4.0,E
4.0,4,2.0,E
4.0,4,5.0,E
5.0,47,5.0,A
5.0,47,5.0,A
5.0,47,2.0,A
4.0,10,5.0,E
4.0,10,3.0,A
4.0,18,4.0,E
1.0,1,1.0,E
4.0,9,3.0,E
4.0,9,1.0,E
4.0,9,4.0,E
4.0,9,5.0,E
4.0,9,4.0,E
4.0,18,5.0,E
5.0,10,4.0,E
5.0,10,5.0,A
5.0,3,5.0,A
5.0,1,5.0,E
5.0,9,5.0,E
5.0,9,5.0,E
3.0,11,5.0,A
3.0,11,1.0,A
3.0,11,3.0,E
3.0,11,1.0,A
3.0,11,1.0,E
4.0,6,2.0,A
4.0,6,3.0,E
4.0,9,4.0,E
4.0,9,3.0,A
4.0,9,4.0,E
4.0,9,3.0,A
4.0,9,3.0,E
4.0,9,4.0,E
4.0,9,1.0,E
4.0,9,5.0,E
5.0,14,4.0,E
5.0,14,5.0,E
5.0,14,5.0,E
5.0,14,4.0,E
5.0,14,4.0,E
5.0,14,4.0,E
5.0,1,5.0,A
4.0,232,3.0,A
5.0,43,2.0,E
4.0,218,2.0,E
4.0,287,3.0,A
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,5.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,A
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,A
4.0,287,3.0,E
4.0,287,5.0,E
4.0,287,5.0,E
4.0,287,2.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,2.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,2.0,A
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,2.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,3.0,A
4.0,287,5.0,E
4.0,287,4.0,A
4.0,287,5.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,2.0,E
4.0,287,2.0,A
4.0,287,3.0,E
4.0,287,3.0,E
4.0,287,4.0,A
4.0,287,5.0,E
4.0,287,4.0,A
4.0,287,3.0,E
4.0,287,5.0,E
4.0,287,5.0,A
4.0,287,5.0,A
4.0,287,4.0,E
4.0,287,3.0,A
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,5.0,E
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,1.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,3.0,E
4.0,287,5.0,E
4.0,287,4.0,A
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,5.0,A
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,2.0,E
4.0,287,4.0,E
4.0,287,5.0,E
4.0,287,5.0,E
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,4.0,A
4.0,287,4.0,E
4.0,287,5.0,E
4.0,287,3.0,A
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,3.0,E
4.0,287,3.0,E
4.0,287,5.0,E
4.0,287,3.0,E
4.0,287,3.0,E
4.0,287,2.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,5.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,2.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,3.0,A
4.0,287,4.0,A
4.0,287,3.0,A
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,A
4.0,287,3.0,A
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,5.0,E
4.0,287,4.0,A
4.0,287,3.0,E
4.0,287,3.0,E
4.0,287,4.0,A
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,3.0,A
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,A
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,5.0,E
4.0,287,3.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,3.0,E
4.0,287,1.0,A
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,A
4.0,287,4.0,A
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,3.0,A
4.0,287,5.0,A
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,5.0,E
4.0,287,4.0,E
4.0,287,4.0,A
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,4.0,E
4.0,287,5.0,A
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,3.0,A
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,A
4.0,287,5.0,A
4.0,287,4.0,E
4.0,287,3.0,A
4.0,287,5.0,E
4.0,287,3.0,E
4.0,287,4.0,A
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,4.0,E
4.0,287,3.0,E
4.0,287,4.0,A
4.0,287,5.0,E
3.0,4,2.0,A
3.0,4,4.0,A
4.0,1,4.0,A
2.0,2,2.0,E
5.0,2,5.0,A
5.0,1,5.0,E
5.0,3,5.0,E
4.0,13,4.0,E
4.0,13,5.0,E
4.0,13,2.0,E
4.0,13,3.0,E
4.0,13,4.0,E
4.0,13,3.0,E
4.0,13,2.0,E
4.0,13,2.0,E
4.0,13,4.0,E
4.0,13,1.0,A
5.0,5,5.0,E
4.0,12,5.0,E
4.0,12,4.0,A
4.0,12,5.0,E
4.0,12,3.0,E
4.0,12,3.0,A
4.0,12,4.0,A
4.0,12,5.0,E
4.0,12,2.0,E
5.0,8,3.0,E
4.0,45,4.0,A
4.0,45,3.0,E
4.0,45,5.0,A
5.0,2,5.0,A
4.0,75,4.0,E
4.0,75,1.0,A
4.0,75,3.0,E
4.0,75,5.0,E
5.0,3,5.0,E
5.0,3,4.0,E
4.0,197,4.0,E
4.0,197,4.0,E
4.0,197,4.0,E
4.0,197,3.0,E
2.0,7,3.0,E
5.0,9,4.0,A
5.0,9,4.0,A
4.0,182,3.0,A
5.0,7,4.0,E
5.0,7,5.0,E
5.0,7,5.0,E
5.0,7,4.0,E
5.0,7,5.0,A
5.0,7,4.0,E
5.0,7,2.0,E
5.0,1,5.0,E
5.0,6,5.0,E
5.0,6,5.0,E
2.0,2,2.0,E
4.0,7,3.0,E
4.0,7,5.0,E
4.0,7,5.0,A
4.0,2,4.0,E
3.0,3,1.0,A
5.0,1,5.0,E
5.0,33,4.0,A
5.0,33,5.0,E
3.0,5,5.0,A
3.0,5,5.0,E
3.0,5,1.0,E
5.0,1,5.0,E
4.0,20,5.0,A
4.0,20,4.0,A
4.0,20,5.0,E
4.0,20,2.0,E
5.0,45,1.0,E
5.0,45,5.0,E
5.0,45,5.0,E
5.0,45,5.0,E
5.0,45,5.0,E
5.0,45,4.0,E
5.0,45,3.0,A
5.0,45,5.0,A
5.0,45,5.0,E
5.0,45,5.0,E
5.0,45,4.0,E
5.0,45,5.0,A
5.0,45,3.0,A
5.0,45,3.0,E
5.0,45,4.0,E
5.0,45,5.0,E
5.0,45,5.0,A
5.0,45,2.0,E
5.0,45,4.0,A
5.0,45,5.0,E
5.0,45,4.0,E
5.0,45,5.0,E
5.0,45,5.0,A
5.0,45,5.0,E
5.0,45,5.0,E
5.0,45,5.0,E
5.0,45,4.0,E
4.0,3,1.0,E
4.0,672,4.0,E
4.0,672,4.0,E
4.0,672,4.0,A
4.0,672,2.0,E
4.0,672,3.0,E
4.0,672,4.0,E
4.0,672,5.0,E
5.0,414,5.0,E
5.0,414,3.0,E
5.0,2,5.0,E
4.0,1,4.0,E
4.0,30,5.0,A
5.0,1,5.0,E
5.0,1,5.0,E
4.0,356,3.0,E
4.0,53,3.0,A
4.0,53,4.0,A
4.0,53,5.0,A
4.0,53,4.0,E
4.0,53,5.0,E
4.0,53,4.0,A
4.0,53,4.0,A
4.0,44,5.0,E
4.0,44,4.0,E
4.0,44,3.0,E
4.0,44,5.0,E
4.0,44,5.0,E
4.0,44,5.0,A
4.0,44,4.0,E
4.0,44,2.0,E
4.0,44,4.0,E
4.0,44,5.0,E
4.0,44,3.0,E
4.0,44,4.0,E
4.0,44,5.0,A
4.0,44,3.0,E
4.0,44,4.0,E
4.0,44,4.0,E
4.0,44,3.0,E
4.0,44,4.0,A
4.0,44,5.0,E
4.0,44,2.0,E
3.0,10,2.0,A
5.0,2,5.0,E
4.0,103,1.0,E
4.0,103,5.0,E
4.0,103,1.0,E
4.0,103,2.0,E
4.0,103,1.0,A
4.0,103,5.0,E
4.0,103,5.0,E
4.0,103,5.0,E
4.0,103,4.0,E
4.0,103,5.0,E
4.0,103,5.0,E
4.0,103,4.0,E
4.0,103,5.0,E
4.0,103,1.0,A
4.0,103,4.0,E
4.0,103,5.0,E
4.0,103,5.0,E
4.0,103,2.0,E
4.0,103,4.0,E
4.0,103,5.0,E
4.0,103,1.0,E
4.0,103,5.0,E
4.0,103,5.0,E
4.0,103,5.0,E
4.0,103,1.0,E
4.0,103,3.0,E
4.0,103,5.0,E
4.0,103,2.0,E
4.0,103,4.0,E
4.0,103,4.0,E
4.0,103,5.0,E
4.0,103,4.0,E
4.0,103,4.0,E
