% Title: User database. 
% Source: Yelp.com Data. 
% Authors: Manikanta Talanki & Kaushik Sirineni. 

@RELATION userdb 
@ATTRIBUTE userStarRating NUMERIC 
@ATTRIBUTE userReviewCount NUMERIC
@ATTRIBUTE reviewStarRating {1,2,3,4,5}
@ATTRIBUTE reviewUsefulness  {A,B,C,D,E} 
@DATA 
2.0,2,1.0,A
4.0,8,1.0,A
4.0,17,3.0,A
4.0,17,4.0,A
4.0,17,5.0,A
4.0,17,4.0,A
4.0,17,4.0,A
4.0,17,5.0,A
4.0,17,4.0,A
4.0,17,3.0,A
4.0,17,3.0,A
4.0,17,4.0,A
4.0,17,2.0,A
4.0,17,4.0,A
4.0,17,4.0,A
3.0,1,3.0,A
5.0,2,5.0,A
1.0,1,1.0,A
4.0,77,4.0,A
5.0,1,5.0,A
4.0,4,5.0,A
1.0,1,1.0,A
2.0,3,2.0,A
5.0,2,5.0,A
4.0,146,5.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,5.0,A
4.0,153,5.0,A
4.0,153,4.0,A
4.0,153,2.0,A
4.0,153,5.0,A
4.0,153,5.0,A
4.0,153,2.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,5.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,2.0,A
4.0,153,4.0,A
4.0,153,5.0,A
4.0,153,5.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,2.0,A
4.0,153,4.0,A
4.0,153,2.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,5.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,1.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,5.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,5.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,1.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,5.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,3.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,4.0,A
4.0,153,5.0,A
4.0,153,4.0,A
4.0,153,3.0,A
4.0,153,1.0,A
4.0,153,5.0,A
4.0,153,5.0,A
4.0,1,4.0,A
5.0,3,4.0,A
1.0,2,1.0,A
5.0,2,5.0,A
3.0,2,5.0,A
5.0,2,5.0,A
1.0,1,1.0,A
4.0,34,3.0,A
1.0,1,1.0,A
3.0,1,3.0,A
3.0,3,1.0,A
5.0,4,5.0,A
5.0,4,5.0,A
5.0,4,3.0,A
1.0,1,1.0,A
5.0,14,5.0,A
4.0,1,4.0,A
5.0,3,4.0,A
4.0,1,4.0,A
2.0,3,1.0,A
4.0,3,4.0,A
4.0,3,5.0,A
4.0,48,5.0,A
4.0,6,3.0,A
5.0,8,5.0,A
3.0,2,1.0,A
3.0,2,4.0,A
5.0,1,5.0,A
5.0,1,5.0,A
2.0,1,2.0,A
5.0,39,2.0,A
5.0,1,5.0,A
5.0,2,5.0,A
5.0,1,5.0,A
5.0,1,5.0,A
1.0,1,1.0,A
2.0,8,1.0,A
2.0,8,5.0,A
2.0,8,1.0,A
4.0,1,4.0,A
5.0,1,5.0,A
1.0,1,1.0,A
5.0,2,4.0,A
5.0,2,5.0,A
1.0,1,1.0,A
4.0,2,5.0,A
4.0,2,3.0,A
2.0,2,2.0,A
4.0,3,5.0,A
4.0,3,2.0,A
4.0,3,5.0,A
1.0,2,1.0,A
5.0,4,5.0,A
4.0,1,4.0,A
5.0,21,5.0,A
5.0,21,5.0,A
3.0,7,1.0,A
3.0,7,4.0,A
1.0,1,1.0,A
5.0,1,5.0,A
5.0,1,5.0,A
5.0,4,5.0,A
5.0,2,5.0,A
5.0,3,5.0,A
1.0,1,1.0,A
4.0,1,4.0,A
5.0,2,5.0,A
5.0,2,5.0,A
5.0,12,5.0,A
5.0,2,5.0,A
4.0,3,5.0,A
5.0,1,5.0,A
4.0,2,5.0,A
3.0,2,5.0,A
3.0,3,1.0,A
3.0,3,4.0,A
4.0,11,5.0,A
5.0,1,5.0,A
1.0,1,1.0,A
1.0,1,1.0,A
4.0,7,4.0,A
4.0,7,4.0,A
5.0,6,1.0,A
4.0,8,5.0,A
4.0,8,5.0,A
4.0,1,4.0,A
5.0,1,5.0,A
1.0,1,1.0,A
5.0,1,5.0,A
1.0,1,1.0,A
4.0,7,3.0,A
1.0,1,1.0,A
5.0,1,5.0,A
1.0,1,1.0,A
5.0,1,5.0,A
4.0,20,2.0,A
4.0,20,4.0,A
4.0,20,4.0,A
4.0,20,4.0,A
4.0,20,5.0,A
4.0,20,5.0,A
4.0,20,4.0,A
4.0,3,4.0,A
3.0,2,5.0,A
3.0,2,1.0,A
3.0,2,4.0,A
5.0,1,5.0,A
2.0,1,2.0,A
5.0,1,5.0,A
1.0,1,1.0,A
4.0,81,4.0,A
4.0,33,4.0,A
5.0,1,5.0,A
5.0,1,5.0,A
5.0,5,5.0,A
5.0,5,5.0,A
5.0,4,5.0,A
5.0,3,5.0,A
5.0,1,5.0,A
5.0,2,5.0,A
5.0,2,5.0,A
5.0,2,4.0,A
4.0,8,4.0,A
4.0,8,1.0,A
4.0,8,5.0,A
4.0,8,4.0,A
1.0,1,1.0,A
1.0,2,1.0,A
3.0,2,5.0,A
4.0,4,4.0,A
5.0,2,5.0,A
4.0,14,4.0,A
4.0,1,4.0,A
4.0,11,4.0,A
3.0,3,1.0,A
2.0,6,1.0,A
4.0,1,4.0,A
3.0,3,1.0,A
4.0,4,4.0,A
4.0,4,4.0,A
3.0,4,5.0,A
3.0,4,1.0,A
3.0,2,1.0,A
3.0,2,5.0,A
5.0,6,5.0,A
5.0,2,5.0,A
3.0,2,5.0,A
3.0,2,1.0,A
4.0,3,5.0,A
4.0,1,4.0,A
3.0,3,5.0,A
3.0,5,4.0,A
3.0,5,4.0,A
5.0,3,5.0,A
1.0,1,1.0,A
4.0,16,4.0,A
4.0,16,4.0,A
5.0,1,5.0,A
1.0,1,1.0,A
5.0,15,4.0,A
5.0,15,5.0,A
1.0,2,1.0,A
5.0,4,5.0,A
3.0,62,1.0,A
4.0,2,4.0,A
5.0,65,2.0,A
5.0,31,5.0,A
5.0,6,5.0,A
5.0,6,5.0,A
5.0,6,3.0,A
5.0,6,4.0,A
5.0,2,5.0,A
4.0,10,5.0,A
4.0,10,1.0,A
5.0,1,5.0,A
4.0,7,4.0,A
4.0,17,3.0,A
5.0,1,5.0,A
5.0,3,5.0,A
5.0,3,5.0,A
5.0,3,4.0,A
5.0,18,5.0,A
4.0,3,4.0,A
4.0,1,4.0,A
5.0,1,5.0,A
4.0,4,4.0,A
3.0,2,3.0,A
3.0,5,1.0,A
5.0,1,5.0,A
5.0,2,5.0,A
3.0,3,5.0,A
4.0,3,2.0,A
4.0,3,4.0,A
4.0,4,1.0,A
4.0,4,5.0,A
5.0,5,5.0,A
5.0,5,5.0,A
5.0,9,5.0,A
5.0,1,5.0,A
5.0,1,5.0,A
5.0,1,5.0,A
5.0,1,5.0,A
1.0,2,1.0,A
3.0,24,4.0,A
3.0,24,2.0,A
3.0,24,4.0,A
3.0,7,4.0,A
5.0,1,5.0,A
5.0,3,5.0,A
5.0,6,3.0,A
5.0,6,5.0,A
5.0,1,5.0,A
4.0,1,4.0,A
2.0,1,2.0,A
5.0,4,5.0,A
5.0,4,5.0,A
5.0,4,4.0,A
2.0,1,2.0,A
3.0,4,2.0,A
4.0,126,4.0,A
4.0,126,2.0,A
4.0,126,4.0,A
3.0,2,1.0,A
5.0,2,5.0,A
3.0,3,4.0,A
3.0,3,2.0,A
5.0,1,5.0,A
5.0,2,5.0,A
5.0,2,4.0,A
5.0,1,5.0,A
5.0,1,5.0,A
4.0,5,4.0,A
1.0,1,1.0,A
5.0,1,5.0,A
4.0,1,4.0,A
5.0,4,5.0,A
5.0,4,4.0,A
5.0,1,5.0,A
3.0,2,3.0,A
4.0,241,5.0,A
5.0,1,5.0,A
3.0,2,3.0,A
4.0,81,5.0,A
5.0,1,5.0,A
3.0,6,5.0,A
5.0,1,5.0,A
4.0,2,4.0,A
3.0,3,2.0,A
3.0,3,2.0,A
4.0,14,4.0,A
5.0,3,5.0,A
5.0,3,5.0,A
5.0,8,5.0,A
1.0,3,1.0,A
1.0,3,1.0,A
2.0,2,2.0,A
5.0,92,5.0,A
5.0,5,4.0,A
5.0,5,4.0,A
5.0,3,5.0,A
4.0,1,4.0,A
5.0,1,5.0,A
5.0,2,5.0,A
4.0,49,5.0,A
5.0,3,5.0,A
5.0,3,5.0,A
5.0,3,5.0,A
4.0,402,4.0,A
4.0,402,4.0,A
1.0,1,1.0,A
5.0,2,5.0,A
5.0,3,4.0,A
4.0,40,5.0,A
4.0,40,4.0,A
4.0,40,5.0,A
4.0,40,4.0,A
4.0,40,3.0,A
4.0,40,3.0,A
4.0,40,4.0,A
4.0,40,4.0,A
4.0,40,1.0,A
4.0,40,3.0,A
4.0,40,4.0,A
4.0,40,3.0,A
5.0,2,5.0,A
4.0,3,4.0,A
5.0,2,5.0,A
5.0,1,5.0,A
5.0,2,5.0,A
1.0,1,1.0,A
4.0,3,2.0,A
5.0,1,5.0,A
5.0,3,5.0,A
1.0,1,1.0,A
5.0,15,5.0,A
5.0,15,2.0,A
5.0,1,5.0,A
5.0,5,5.0,A
5.0,5,5.0,A
5.0,5,4.0,A
5.0,5,5.0,A
5.0,5,5.0,A
5.0,5,5.0,A
5.0,8,5.0,A
5.0,4,5.0,A
3.0,5,4.0,A
3.0,5,5.0,A
3.0,5,4.0,A
1.0,1,1.0,A
5.0,1,5.0,A
4.0,76,3.0,A
5.0,1,5.0,A
5.0,1,5.0,A
5.0,1,5.0,A
4.0,5,3.0,A
3.0,3,1.0,A
3.0,4,5.0,A
5.0,1,5.0,A
4.0,5,5.0,A
4.0,5,2.0,A
4.0,2,4.0,A
4.0,23,5.0,A
4.0,23,5.0,A
4.0,23,4.0,A
4.0,27,4.0,A
4.0,25,5.0,A
4.0,25,5.0,A
5.0,1,5.0,A
5.0,1,5.0,A
5.0,2,5.0,A
5.0,3,5.0,A
5.0,3,4.0,A
5.0,2,5.0,A
3.0,3,1.0,A
3.0,3,5.0,A
3.0,3,2.0,A
4.0,7,5.0,A
5.0,5,5.0,A
4.0,1,4.0,A
2.0,1,2.0,A
4.0,2,4.0,A
5.0,2,5.0,A
5.0,1,5.0,A
3.0,2,5.0,A
5.0,1,5.0,A
1.0,2,1.0,A
2.0,1,2.0,A
4.0,3,4.0,A
4.0,3,3.0,A
1.0,1,1.0,A
5.0,1,5.0,A
5.0,1,5.0,A
4.0,21,4.0,A
4.0,21,5.0,A
5.0,1,5.0,A
4.0,3,5.0,A
5.0,5,5.0,A
5.0,5,2.0,A
5.0,5,5.0,A
3.0,2,5.0,A
5.0,2,5.0,A
5.0,27,5.0,A
4.0,24,2.0,A
5.0,1,5.0,A
4.0,12,4.0,A
4.0,12,4.0,A
4.0,12,2.0,A
4.0,12,5.0,A
5.0,2,5.0,A
4.0,3,3.0,A
4.0,3,4.0,A
4.0,120,5.0,A
4.0,120,4.0,A
4.0,120,3.0,A
5.0,1,5.0,A
1.0,2,1.0,A
5.0,5,5.0,A
5.0,23,5.0,A
5.0,1,5.0,A
1.0,1,1.0,A
2.0,1,2.0,A
5.0,1,5.0,A
4.0,6,5.0,A
5.0,1,5.0,A
5.0,2,5.0,A
5.0,1,5.0,A
1.0,1,1.0,A
4.0,36,1.0,A
4.0,25,2.0,A
4.0,114,5.0,A
4.0,3,5.0,A
4.0,3,2.0,A
4.0,1,4.0,A
4.0,2,5.0,A
4.0,2,3.0,A
5.0,1,5.0,A
4.0,5,5.0,A
4.0,5,2.0,A
4.0,5,4.0,A
4.0,5,2.0,A
4.0,5,4.0,A
3.0,3,2.0,A
5.0,108,4.0,A
4.0,7,3.0,A
4.0,3,5.0,A
4.0,3,5.0,A
4.0,3,2.0,A
4.0,1,4.0,A
4.0,17,3.0,A
2.0,5,2.0,A
1.0,1,1.0,A
4.0,33,5.0,A
4.0,33,5.0,A
4.0,325,5.0,A
4.0,325,5.0,A
4.0,325,5.0,A
4.0,325,4.0,A
4.0,325,5.0,A
4.0,325,5.0,A
4.0,325,4.0,A
4.0,325,2.0,A
4.0,325,4.0,A
4.0,325,4.0,A
1.0,1,1.0,A
5.0,2,5.0,A
5.0,1,5.0,A
2.0,2,1.0,A
2.0,1,2.0,A
2.0,1,2.0,A
5.0,2,5.0,A
4.0,3,4.0,A
3.0,2,1.0,A
5.0,2,5.0,A
5.0,2,5.0,A
4.0,2,4.0,A
4.0,20,5.0,A
5.0,2,5.0,A
4.0,1,4.0,A
5.0,1,5.0,A
4.0,12,5.0,A
4.0,2,4.0,A
2.0,1,2.0,A
3.0,3,5.0,A
3.0,13,4.0,A
4.0,7,1.0,A
4.0,1,4.0,A
5.0,31,4.0,A
5.0,31,4.0,A
5.0,1,5.0,A
3.0,1,3.0,A
5.0,3,4.0,A
5.0,3,5.0,A
5.0,3,5.0,A
1.0,1,1.0,A
3.0,1,3.0,A
5.0,3,5.0,A
3.0,2,5.0,A
3.0,2,1.0,A
4.0,6,3.0,A
5.0,1,5.0,A
4.0,1,4.0,A
3.0,2,1.0,A
5.0,1,5.0,A
4.0,5,5.0,A
4.0,5,1.0,A
4.0,2,4.0,A
3.0,3,5.0,A
5.0,1,5.0,A
1.0,1,1.0,A
4.0,134,4.0,A
4.0,1,4.0,A
2.0,3,2.0,A
2.0,3,1.0,A
5.0,2,5.0,A
5.0,1,5.0,A
5.0,3,5.0,A
5.0,1,5.0,A
4.0,2,3.0,A
4.0,2,5.0,A
4.0,3,5.0,A
3.0,4,1.0,A
3.0,4,2.0,A
5.0,1,5.0,A
5.0,1,5.0,A
4.0,13,5.0,A
5.0,41,4.0,A
1.0,2,1.0,A
1.0,2,1.0,A
5.0,1,5.0,A
5.0,1,5.0,A
5.0,10,5.0,A
5.0,2,5.0,A
5.0,2,5.0,A
5.0,1,5.0,A
3.0,2,2.0,A
5.0,1,5.0,A
5.0,1,5.0,A
1.0,1,1.0,A
5.0,7,1.0,A
4.0,25,5.0,A
4.0,4,2.0,A
5.0,44,4.0,A
5.0,1,5.0,A
5.0,2,5.0,A
2.0,2,2.0,A
4.0,1,4.0,A
2.0,5,5.0,A
2.0,5,1.0,A
2.0,5,1.0,A
4.0,56,4.0,A
5.0,1,5.0,A
3.0,2,1.0,A
4.0,3,3.0,A
4.0,14,4.0,A
4.0,3,5.0,A
4.0,3,3.0,A
4.0,8,4.0,A
5.0,1,5.0,A
5.0,3,5.0,A
3.0,1,3.0,A
5.0,1,5.0,A
1.0,1,1.0,A
2.0,1,2.0,A
5.0,1,5.0,A
5.0,1,5.0,A
1.0,1,1.0,A
5.0,1,5.0,A
1.0,1,1.0,A
4.0,2,4.0,A
4.0,52,3.0,A
4.0,52,4.0,A
5.0,2,5.0,A
5.0,1,5.0,A
5.0,2,5.0,A
1.0,2,1.0,A
4.0,7,4.0,A
4.0,628,4.0,A
4.0,628,1.0,A
3.0,3,5.0,A
4.0,16,1.0,A
4.0,7,3.0,A
4.0,7,4.0,A
2.0,1,2.0,A
5.0,1,5.0,A
4.0,5,1.0,A
4.0,30,4.0,A
4.0,30,3.0,A
4.0,30,5.0,A
4.0,30,5.0,A
4.0,30,4.0,A
4.0,30,4.0,A
4.0,30,3.0,A
4.0,30,1.0,A
4.0,30,3.0,A
4.0,30,3.0,A
4.0,30,4.0,A
4.0,30,3.0,A
4.0,30,2.0,A
4.0,30,2.0,A
4.0,30,3.0,A
4.0,30,5.0,A
4.0,30,4.0,A
4.0,30,2.0,A
4.0,30,3.0,A
4.0,30,4.0,A
4.0,30,3.0,A
4.0,30,2.0,A
4.0,30,3.0,A
4.0,30,4.0,A
5.0,2,4.0,A
5.0,2,5.0,A
1.0,2,1.0,A
4.0,14,4.0,A
2.0,5,3.0,A
2.0,5,1.0,A
5.0,1,5.0,A
5.0,1,5.0,A
5.0,2,5.0,A
5.0,8,5.0,A
4.0,1,4.0,A
4.0,1,4.0,A
1.0,3,1.0,A
5.0,1,5.0,A
5.0,4,5.0,A
5.0,4,5.0,A
2.0,1,2.0,A
5.0,9,5.0,A
4.0,12,3.0,A
4.0,12,4.0,A
4.0,12,4.0,A
4.0,12,5.0,A
4.0,12,4.0,A
5.0,1,5.0,A
1.0,1,1.0,A
5.0,1,5.0,A
4.0,267,4.0,A
4.0,267,2.0,A
1.0,1,1.0,A
5.0,1,5.0,A
1.0,2,1.0,A
5.0,1,5.0,A
4.0,329,4.0,A
4.0,329,5.0,A
4.0,329,4.0,A
4.0,329,5.0,A
4.0,329,4.0,A
4.0,329,5.0,A
4.0,329,5.0,A
4.0,329,3.0,A
4.0,329,5.0,A
4.0,329,4.0,A
4.0,329,5.0,A
4.0,329,5.0,A
5.0,42,5.0,A
5.0,20,5.0,A
1.0,1,1.0,A
1.0,5,1.0,A
5.0,3,4.0,A
5.0,3,5.0,A
5.0,1,5.0,A
3.0,1,3.0,A
4.0,5,4.0,A
5.0,66,5.0,A
5.0,66,4.0,A
5.0,66,5.0,A
5.0,66,4.0,A
5.0,66,3.0,A
5.0,66,5.0,A
5.0,66,4.0,A
5.0,66,5.0,A
5.0,66,3.0,A
5.0,66,4.0,A
5.0,66,5.0,A
5.0,66,4.0,A
5.0,66,2.0,A
5.0,66,2.0,A
5.0,66,5.0,A
5.0,66,5.0,A
5.0,66,4.0,A
5.0,66,4.0,A
5.0,66,1.0,A
5.0,66,5.0,A
5.0,66,4.0,A
5.0,66,3.0,A
5.0,66,5.0,A
5.0,66,5.0,A
5.0,66,4.0,A
5.0,66,4.0,A
5.0,66,5.0,A
5.0,66,4.0,A
5.0,66,4.0,A
5.0,66,4.0,A
5.0,66,4.0,A
5.0,66,4.0,A
5.0,66,4.0,A
5.0,66,4.0,A
5.0,66,4.0,A
5.0,66,3.0,A
5.0,66,4.0,A
5.0,66,3.0,A
5.0,66,5.0,A
5.0,66,4.0,A
5.0,66,4.0,A
5.0,66,5.0,A
5.0,66,3.0,A
5.0,66,4.0,A
5.0,4,5.0,A
5.0,3,5.0,A
4.0,7,5.0,A
4.0,7,2.0,A
4.0,7,1.0,A
4.0,7,5.0,A
4.0,7,4.0,A
5.0,2,5.0,A
1.0,1,1.0,A
3.0,2,1.0,A
5.0,1,5.0,A
4.0,2,2.0,A
5.0,1,5.0,A
5.0,5,5.0,A
1.0,2,1.0,A
5.0,1,5.0,A
3.0,2,1.0,A
5.0,1,5.0,A
5.0,2,5.0,A
5.0,3,5.0,A
5.0,1,5.0,A
4.0,4,4.0,A
4.0,6,4.0,A
4.0,6,3.0,A
4.0,6,4.0,A
4.0,6,3.0,A
4.0,6,3.0,A
4.0,6,2.0,A
3.0,7,1.0,A
3.0,7,5.0,A
3.0,7,1.0,A
3.0,7,4.0,A
3.0,2,1.0,A
5.0,2,5.0,A
5.0,2,5.0,A
2.0,1,2.0,A
3.0,3,5.0,A
4.0,137,4.0,A
4.0,137,3.0,A
4.0,137,3.0,A
4.0,3,1.0,A
4.0,3,5.0,A
5.0,3,5.0,A
5.0,115,4.0,A
1.0,1,1.0,A
5.0,11,2.0,A
5.0,9,5.0,A
5.0,9,5.0,A
5.0,9,3.0,A
5.0,9,1.0,A
5.0,2,5.0,A
4.0,4,5.0,A
